TissueType,ZT,Metabolite,Abundance,RelAbundance
Duodenum,0,Arg-DCA_22370,0,NA
Duodenum,0,Ser-CA_18843,380380,46.48462895885576
Duodenum,0,Val-CA_19625,10022,13.366230994931982
Duodenum,0,Thr-CA_19755,29960,29.826971706190392
Duodenum,0,Ile-Leu-CA_20580,171937,58.307644830591535
Duodenum,0,Ile-Leu-gMCA_20581,3425,16.030891645214133
Duodenum,0,Lys-CA_21586,0,NA
Duodenum,0,Lys-CA_21588,0,0
Duodenum,0,Lys-bMCA_21589,0,NA
Duodenum,0,Lys-gMCA_21590,0,NA
Duodenum,0,Met-CA_21765,9793,7.385759429230804
Duodenum,0,Met-gMCA_21769,52212,59.35812462341264
Duodenum,0,Phe-bMCA_22813,0,0
Duodenum,0,Arg-bMCA_23369,0,NA
Duodenum,0,Tyr-bMCA_23804,0,0
Duodenum,0,Trp-bMCA_25122,0,0
Duodenum,4,Ala-CA_17790,694692,58.34164055525556
Duodenum,4,Ala-bMCA_17791,315661,70.1193086274954
Duodenum,4,Asn-CA_20646,69820,24.196343170822995
Duodenum,4,Gln-CA_21582,9596474,74.38871672856506
Duodenum,4,His-CA_22165,0,0
Duodenum,4,Arg-CA_23368,198941,37.22754083144957
Duodenum,4,Phe-CA_22812,139481,100
Duodenum,4,Tyr-CA_23803,65608,44.16946619360832
Duodenum,4,Trp-CA_25121,150026,79.37421631545254
Duodenum,4,Ornithine-CA_20652,0,NA
Duodenum,4,Arg-DCA_22370,0,NA
Duodenum,4,Ser-CA_18843,409220,50.00904322662326
Duodenum,4,Val-CA_19625,49938,66.60176046945853
Duodenum,4,Thr-CA_19755,27297,27.17579595006272
Duodenum,4,Ile-Leu-CA_20580,225106,76.33843033922389
Duodenum,4,Ile-Leu-gMCA_20581,3569,16.704891177158903
Duodenum,4,Lys-CA_21586,0,NA
Duodenum,4,Lys-CA_21588,0,0
Duodenum,4,Lys-bMCA_21589,0,NA
Duodenum,4,Lys-gMCA_21590,0,NA
Duodenum,4,Met-CA_21765,51155,38.58046804884119
Duodenum,4,Met-gMCA_21769,20244,23.014745171155397
Duodenum,4,Phe-bMCA_22813,82664,100
Duodenum,4,Arg-bMCA_23369,0,NA
Duodenum,4,Tyr-bMCA_23804,7159,43.03576795912233
Duodenum,4,Trp-bMCA_25122,17051,21.463457616877722
Duodenum,8,Ala-CA_17790,1190731,100
Duodenum,8,Ala-bMCA_17791,450177,100
Duodenum,8,Asn-CA_20646,288556,100
Duodenum,8,Gln-CA_21582,11446344,88.72830181103083
Duodenum,8,His-CA_22165,5909,100
Duodenum,8,Arg-CA_23368,534392,100
Duodenum,8,Phe-CA_22812,134287,96.27619532409432
Duodenum,8,Tyr-CA_23803,148537,100
Duodenum,8,Trp-CA_25121,48976,25.911719423737246
Duodenum,8,Ornithine-CA_20652,0,NA
Duodenum,8,Arg-DCA_22370,0,NA
Duodenum,8,Ser-CA_18843,818292,100
Duodenum,8,Val-CA_19625,74980,100
Duodenum,8,Thr-CA_19755,100446,100
Duodenum,8,Ile-Leu-CA_20580,294879,100
Duodenum,8,Ile-Leu-gMCA_20581,21365,100
Duodenum,8,Lys-CA_21586,0,NA
Duodenum,8,Lys-CA_21588,15726,100
Duodenum,8,Lys-bMCA_21589,0,NA
Duodenum,8,Lys-gMCA_21590,0,NA
Duodenum,8,Met-CA_21765,132593,100
Duodenum,8,Met-gMCA_21769,87961,100
Duodenum,8,Phe-bMCA_22813,29320,35.468886093099776
Duodenum,8,Arg-bMCA_23369,0,NA
Duodenum,8,Tyr-bMCA_23804,16635,100
Duodenum,8,Trp-bMCA_25122,79442,100
Duodenum,12,Ala-CA_17790,141831,11.911254515083591
Duodenum,12,Ala-bMCA_17791,53899,11.972846236036048
Duodenum,12,Asn-CA_20646,0,0
Duodenum,12,Gln-CA_21582,12239161,94.87395897954822
Duodenum,12,His-CA_22165,3453,58.436283635132845
Duodenum,12,Arg-CA_23368,0,0
Duodenum,12,Phe-CA_22812,33105,23.734415440095784
Duodenum,12,Tyr-CA_23803,3273,2.203491385984637
Duodenum,12,Trp-CA_25121,12152,6.429255440159568
Duodenum,12,Ornithine-CA_20652,0,NA
Duodenum,12,Arg-DCA_22370,0,NA
Duodenum,12,Ser-CA_18843,120703,14.750602474422333
Duodenum,12,Val-CA_19625,10252,13.67297946118965
Duodenum,12,Thr-CA_19755,11378,11.327479441690063
Duodenum,12,Ile-Leu-CA_20580,153053,51.903662180080644
Duodenum,12,Ile-Leu-gMCA_20581,4009,18.76433419143459
Duodenum,12,Lys-CA_21586,0,NA
Duodenum,12,Lys-CA_21588,0,0
Duodenum,12,Lys-bMCA_21589,0,NA
Duodenum,12,Lys-gMCA_21590,0,NA
Duodenum,12,Met-CA_21765,4669,3.5213020295189037
Duodenum,12,Met-gMCA_21769,3106,3.531110378463183
Duodenum,12,Phe-bMCA_22813,0,0
Duodenum,12,Arg-bMCA_23369,0,NA
Duodenum,12,Tyr-bMCA_23804,3014,18.118425007514276
Duodenum,12,Trp-bMCA_25122,6313,7.946678079605246
Duodenum,16,Ala-CA_17790,40342,3.388002831873866
Duodenum,16,Ala-bMCA_17791,19321,4.291867421036614
Duodenum,16,Asn-CA_20646,0,0
Duodenum,16,Gln-CA_21582,12859198,99.68028229728235
Duodenum,16,His-CA_22165,2979,50.41462176341175
Duodenum,16,Arg-CA_23368,0,0
Duodenum,16,Phe-CA_22812,9105,6.527770807493494
Duodenum,16,Tyr-CA_23803,0,0
Duodenum,16,Trp-CA_25121,9303,4.921935760352572
Duodenum,16,Ornithine-CA_20652,0,NA
Duodenum,16,Arg-DCA_22370,0,NA
Duodenum,16,Ser-CA_18843,53285,6.511734197572505
Duodenum,16,Val-CA_19625,12256,16.345692184582557
Duodenum,16,Thr-CA_19755,3081,3.0673197538976167
Duodenum,16,Ile-Leu-CA_20580,151517,51.38277056012805
Duodenum,16,Ile-Leu-gMCA_20581,0,0
Duodenum,16,Lys-CA_21586,0,NA
Duodenum,16,Lys-CA_21588,0,0
Duodenum,16,Lys-bMCA_21589,0,NA
Duodenum,16,Lys-gMCA_21590,0,NA
Duodenum,16,Met-CA_21765,3668,2.766360215094311
Duodenum,16,Met-gMCA_21769,3201,3.6391127886222305
Duodenum,16,Phe-bMCA_22813,0,0
Duodenum,16,Arg-bMCA_23369,0,NA
Duodenum,16,Tyr-bMCA_23804,3021,18.160504959422905
Duodenum,16,Trp-bMCA_25122,0,0
Duodenum,20,Ala-CA_17790,524777,44.07183486446561
Duodenum,20,Ala-bMCA_17791,202094,44.89212021049499
Duodenum,20,Asn-CA_20646,22797,7.9003728912238875
Duodenum,20,Gln-CA_21582,9528770,73.86389754212317
Duodenum,20,His-CA_22165,4674,79.09967845659163
Duodenum,20,Arg-CA_23368,8949,1.674613392416054
Duodenum,20,Phe-CA_22812,14420,10.338325650088542
Duodenum,20,Tyr-CA_23803,0,0
Duodenum,20,Trp-CA_25121,189011,100
Duodenum,20,Ornithine-CA_20652,0,NA
Duodenum,20,Arg-DCA_22370,0,NA
Duodenum,20,Ser-CA_18843,343929,42.030106612309545
Duodenum,20,Val-CA_19625,10396,13.865030674846626
Duodenum,20,Thr-CA_19755,35332,35.17511896939649
Duodenum,20,Ile-Leu-CA_20580,155236,52.64396583005233
Duodenum,20,Ile-Leu-gMCA_20581,7830,36.64872454949684
Duodenum,20,Lys-CA_21586,0,NA
Duodenum,20,Lys-CA_21588,0,0
Duodenum,20,Lys-bMCA_21589,0,NA
Duodenum,20,Lys-gMCA_21590,0,NA
Duodenum,20,Met-CA_21765,8324,6.277857805464844
Duodenum,20,Met-gMCA_21769,34063,38.72511681313309
Duodenum,20,Phe-bMCA_22813,0,0
Duodenum,20,Arg-bMCA_23369,0,NA
Duodenum,20,Tyr-bMCA_23804,8413,50.574090772467684
Duodenum,20,Trp-bMCA_25122,0,0
Duodenum,24,Ala-CA_17790,642507,53.95903860737648
Duodenum,24,Ala-bMCA_17791,110683,24.58655151196085
Duodenum,24,Asn-CA_20646,66052,22.89053078085363
Duodenum,24,Gln-CA_21582,12900443,100
Duodenum,24,His-CA_22165,2585,43.746826874259604
Duodenum,24,Arg-CA_23368,0,0
Duodenum,24,Phe-CA_22812,4568,3.274998028405302
Duodenum,24,Tyr-CA_23803,0,0
Duodenum,24,Trp-CA_25121,4227,2.2363777769547806
Duodenum,24,Ornithine-CA_20652,0,NA
Duodenum,24,Arg-DCA_22370,0,NA
Duodenum,24,Ser-CA_18843,380380,46.48462895885576
Duodenum,24,Val-CA_19625,10022,13.366230994931982
Duodenum,24,Thr-CA_19755,29960,29.826971706190392
Duodenum,24,Ile-Leu-CA_20580,171937,58.307644830591535
Duodenum,24,Ile-Leu-gMCA_20581,3425,16.030891645214133
Duodenum,24,Lys-CA_21586,0,NA
Duodenum,24,Lys-CA_21588,0,0
Duodenum,24,Lys-bMCA_21589,0,NA
Duodenum,24,Lys-gMCA_21590,0,NA
Duodenum,24,Met-CA_21765,9793,7.385759429230804
Duodenum,24,Met-gMCA_21769,52212,59.35812462341264
Duodenum,24,Phe-bMCA_22813,0,0
Duodenum,24,Arg-bMCA_23369,0,NA
Duodenum,24,Tyr-bMCA_23804,0,0
Duodenum,24,Trp-bMCA_25122,0,0
DuodenumConts,0,Ala-CA_17790,3606885,78.13420318443313
DuodenumConts,0,Ala-bMCA_17791,795362,58.573159191248216
DuodenumConts,0,Asn-CA_20646,126486,10.857474932766335
DuodenumConts,0,Gln-CA_21582,4588462,29.96805731969902
DuodenumConts,0,His-CA_22165,2837,1.015113999055375
DuodenumConts,0,Arg-CA_23368,285583,4.236678886909544
DuodenumConts,0,Phe-CA_22812,145584,8.289409627818126
DuodenumConts,0,Tyr-CA_23803,49464,2.608604852055653
DuodenumConts,0,Trp-CA_25121,11715,0.7112574169000591
DuodenumConts,0,Ornithine-CA_20652,0,0
DuodenumConts,0,Arg-DCA_22370,0,0
DuodenumConts,0,Ser-CA_18843,2528375,84.33530586860654
DuodenumConts,0,Val-CA_19625,118061,33.17457106086918
DuodenumConts,0,Thr-CA_19755,258993,52.84902726593778
DuodenumConts,0,Ile-Leu-CA_20580,373193,32.25026746101291
DuodenumConts,0,Ile-Leu-gMCA_20581,3140,1.8815351889025376
DuodenumConts,0,Lys-CA_21586,0,0
DuodenumConts,0,Lys-CA_21588,8573,5.313853954243707
DuodenumConts,0,Lys-bMCA_21589,0,NA
DuodenumConts,0,Lys-gMCA_21590,0,0
DuodenumConts,0,Met-CA_21765,196701,23.615351461154926
DuodenumConts,0,Met-gMCA_21769,255250,52.28572072358112
DuodenumConts,0,Phe-bMCA_22813,2418,0.30960822651337344
DuodenumConts,0,Arg-bMCA_23369,6458,1.6206178323169969
DuodenumConts,0,Tyr-bMCA_23804,3110,0.9549602662834543
DuodenumConts,0,Trp-bMCA_25122,2510,0.7225163141880903
DuodenumConts,4,Ala-CA_17790,4616269,100
DuodenumConts,4,Ala-bMCA_17791,1357895,100
DuodenumConts,4,Asn-CA_20646,264995,22.746996266847045
DuodenumConts,4,Gln-CA_21582,5401355,35.277205356401105
DuodenumConts,4,His-CA_22165,279476,100
DuodenumConts,4,Arg-CA_23368,6740728,100
DuodenumConts,4,Phe-CA_22812,1692302,96.35800975365335
DuodenumConts,4,Tyr-CA_23803,1896186,100
DuodenumConts,4,Trp-CA_25121,1647083,100
DuodenumConts,4,Ornithine-CA_20652,4093,31.366388228983066
DuodenumConts,4,Arg-DCA_22370,28683,34.148461217929636
DuodenumConts,4,Ser-CA_18843,1989851,66.37254865989128
DuodenumConts,4,Val-CA_19625,355878,100
DuodenumConts,4,Thr-CA_19755,221739,45.24713199554342
DuodenumConts,4,Ile-Leu-CA_20580,884201,76.41011149537927
DuodenumConts,4,Ile-Leu-gMCA_20581,87144,52.21799442730024
DuodenumConts,4,Lys-CA_21586,434535,100
DuodenumConts,4,Lys-CA_21588,73649,45.650300930373824
DuodenumConts,4,Lys-bMCA_21589,0,NA
DuodenumConts,4,Lys-gMCA_21590,3066,5.440511046047378
DuodenumConts,4,Met-CA_21765,400967,48.1389348774277
DuodenumConts,4,Met-gMCA_21769,176648,36.18479135897809
DuodenumConts,4,Phe-bMCA_22813,711591,91.11432072492885
DuodenumConts,4,Arg-bMCA_23369,398490,100
DuodenumConts,4,Tyr-bMCA_23804,279469,85.81408059741823
DuodenumConts,4,Trp-bMCA_25122,206892,59.554918436255925
DuodenumConts,8,Ala-CA_17790,3117744,67.5381785593517
DuodenumConts,8,Ala-bMCA_17791,998894,73.5619469841188
DuodenumConts,8,Asn-CA_20646,1164967,100
DuodenumConts,8,Gln-CA_21582,12011043,78.4462473685888
DuodenumConts,8,His-CA_22165,253128,90.5723568392277
DuodenumConts,8,Arg-CA_23368,6652793,98.69546731450964
DuodenumConts,8,Phe-CA_22812,1756265,100
DuodenumConts,8,Tyr-CA_23803,1633112,86.12615007177567
DuodenumConts,8,Trp-CA_25121,935716,56.810494674524605
DuodenumConts,8,Ornithine-CA_20652,13049,100
DuodenumConts,8,Arg-DCA_22370,83995,100
DuodenumConts,8,Ser-CA_18843,2998003,100
DuodenumConts,8,Val-CA_19625,305187,85.75607371065365
DuodenumConts,8,Thr-CA_19755,490062,100
DuodenumConts,8,Ile-Leu-CA_20580,1157178,100
DuodenumConts,8,Ile-Leu-gMCA_20581,166885,100
DuodenumConts,8,Lys-CA_21586,409715,94.28814709977333
DuodenumConts,8,Lys-CA_21588,161333,100
DuodenumConts,8,Lys-bMCA_21589,0,NA
DuodenumConts,8,Lys-gMCA_21590,56355,100
DuodenumConts,8,Met-CA_21765,832937,100
DuodenumConts,8,Met-gMCA_21769,488183,100
DuodenumConts,8,Phe-bMCA_22813,780987,100
DuodenumConts,8,Arg-bMCA_23369,393819,98.82782503952421
DuodenumConts,8,Tyr-bMCA_23804,325668,100
DuodenumConts,8,Trp-bMCA_25122,347397,100
DuodenumConts,12,Ala-CA_17790,252655,5.473142921263904
DuodenumConts,12,Ala-bMCA_17791,101519,7.476203977479849
DuodenumConts,12,Asn-CA_20646,8367,0.7182177692587001
DuodenumConts,12,Gln-CA_21582,15311176,100
DuodenumConts,12,His-CA_22165,10287,3.68081695744894
DuodenumConts,12,Arg-CA_23368,103744,1.5390622496561202
DuodenumConts,12,Phe-CA_22812,19532,1.1121328501108887
DuodenumConts,12,Tyr-CA_23803,26239,1.3837777517606396
DuodenumConts,12,Trp-CA_25121,29982,1.8203089947501128
DuodenumConts,12,Ornithine-CA_20652,0,0
DuodenumConts,12,Arg-DCA_22370,0,0
DuodenumConts,12,Ser-CA_18843,177477,5.9198406405864175
DuodenumConts,12,Val-CA_19625,22198,6.237530839220183
DuodenumConts,12,Thr-CA_19755,25467,5.196689398484273
DuodenumConts,12,Ile-Leu-CA_20580,196827,17.00922416430316
DuodenumConts,12,Ile-Leu-gMCA_20581,3447,2.0654942025946013
DuodenumConts,12,Lys-CA_21586,0,0
DuodenumConts,12,Lys-CA_21588,0,0
DuodenumConts,12,Lys-bMCA_21589,0,NA
DuodenumConts,12,Lys-gMCA_21590,0,0
DuodenumConts,12,Met-CA_21765,8792,1.0555420157827062
DuodenumConts,12,Met-gMCA_21769,2614,0.5354549421016299
DuodenumConts,12,Phe-bMCA_22813,3172,0.40615272725410284
DuodenumConts,12,Arg-bMCA_23369,0,0
DuodenumConts,12,Tyr-bMCA_23804,0,0
DuodenumConts,12,Trp-bMCA_25122,9478,2.72829068759949
DuodenumConts,16,Ala-CA_17790,486729,10.543774637049964
DuodenumConts,16,Ala-bMCA_17791,182831,13.464295840252744
DuodenumConts,16,Asn-CA_20646,0,0
DuodenumConts,16,Gln-CA_21582,4540419,29.65427998476407
DuodenumConts,16,His-CA_22165,20595,7.369147976928252
DuodenumConts,16,Arg-CA_23368,167378,2.483084913083572
DuodenumConts,16,Phe-CA_22812,27941,1.5909330311769578
DuodenumConts,16,Tyr-CA_23803,27179,1.4333509476391029
DuodenumConts,16,Trp-CA_25121,6558,0.39815844131716494
DuodenumConts,16,Ornithine-CA_20652,0,0
DuodenumConts,16,Arg-DCA_22370,0,0
DuodenumConts,16,Ser-CA_18843,443849,14.80482174300693
DuodenumConts,16,Val-CA_19625,65616,18.437779238952675
DuodenumConts,16,Thr-CA_19755,129077,26.338912219270217
DuodenumConts,16,Ile-Leu-CA_20580,258778,22.362851696108983
DuodenumConts,16,Ile-Leu-gMCA_20581,10627,6.367858105881295
DuodenumConts,16,Lys-CA_21586,0,0
DuodenumConts,16,Lys-CA_21588,2421,1.5006229351713536
DuodenumConts,16,Lys-bMCA_21589,0,NA
DuodenumConts,16,Lys-gMCA_21590,0,0
DuodenumConts,16,Met-CA_21765,64899,7.791585678148527
DuodenumConts,16,Met-gMCA_21769,29713,6.086447090537769
DuodenumConts,16,Phe-bMCA_22813,0,0
DuodenumConts,16,Arg-bMCA_23369,0,0
DuodenumConts,16,Tyr-bMCA_23804,1469,0.45107287175896926
DuodenumConts,16,Trp-bMCA_25122,1783,0.5132456526682729
DuodenumConts,20,Ala-CA_17790,1492966,32.34139951549617
DuodenumConts,20,Ala-bMCA_17791,557685,41.06981762212837
DuodenumConts,20,Asn-CA_20646,118795,10.19728455827504
DuodenumConts,20,Gln-CA_21582,3975817,25.966764407907007
DuodenumConts,20,His-CA_22165,46404,16.60393021225436
DuodenumConts,20,Arg-CA_23368,328760,4.877218009686787
DuodenumConts,20,Phe-CA_22812,95125,5.416323846344373
DuodenumConts,20,Tyr-CA_23803,44186,2.330256630942323
DuodenumConts,20,Trp-CA_25121,37239,2.2609060988426206
DuodenumConts,20,Ornithine-CA_20652,0,0
DuodenumConts,20,Arg-DCA_22370,0,0
DuodenumConts,20,Ser-CA_18843,1198905,39.990120089939865
DuodenumConts,20,Val-CA_19625,120264,33.793603425893146
DuodenumConts,20,Thr-CA_19755,186384,38.032738714693245
DuodenumConts,20,Ile-Leu-CA_20580,202757,17.521677736700838
DuodenumConts,20,Ile-Leu-gMCA_20581,10279,6.159331276028403
DuodenumConts,20,Lys-CA_21586,13180,3.033127366034957
DuodenumConts,20,Lys-CA_21588,4519,2.801038845121581
DuodenumConts,20,Lys-bMCA_21589,0,NA
DuodenumConts,20,Lys-gMCA_21590,0,0
DuodenumConts,20,Met-CA_21765,160236,19.237469340418304
DuodenumConts,20,Met-gMCA_21769,171290,35.087252116521874
DuodenumConts,20,Phe-bMCA_22813,4044,0.5178063143176519
DuodenumConts,20,Arg-bMCA_23369,0,0
DuodenumConts,20,Tyr-bMCA_23804,0,0
DuodenumConts,20,Trp-bMCA_25122,0,0
DuodenumConts,24,Ala-CA_17790,3606885,78.13420318443313
DuodenumConts,24,Ala-bMCA_17791,795362,58.573159191248216
DuodenumConts,24,Asn-CA_20646,126486,10.857474932766335
DuodenumConts,24,Gln-CA_21582,4588462,29.96805731969902
DuodenumConts,24,His-CA_22165,2837,1.015113999055375
DuodenumConts,24,Arg-CA_23368,285583,4.236678886909544
DuodenumConts,24,Phe-CA_22812,145584,8.289409627818126
DuodenumConts,24,Tyr-CA_23803,49464,2.608604852055653
DuodenumConts,24,Trp-CA_25121,11715,0.7112574169000591
DuodenumConts,24,Ornithine-CA_20652,0,0
DuodenumConts,24,Arg-DCA_22370,0,0
DuodenumConts,24,Ser-CA_18843,2528375,84.33530586860654
DuodenumConts,24,Val-CA_19625,118061,33.17457106086918
DuodenumConts,24,Thr-CA_19755,258993,52.84902726593778
DuodenumConts,24,Ile-Leu-CA_20580,373193,32.25026746101291
DuodenumConts,24,Ile-Leu-gMCA_20581,3140,1.8815351889025376
DuodenumConts,24,Lys-CA_21586,0,0
DuodenumConts,24,Lys-CA_21588,8573,5.313853954243707
DuodenumConts,24,Lys-bMCA_21589,0,NA
DuodenumConts,24,Lys-gMCA_21590,0,0
DuodenumConts,24,Met-CA_21765,196701,23.615351461154926
DuodenumConts,24,Met-gMCA_21769,255250,52.28572072358112
DuodenumConts,24,Phe-bMCA_22813,2418,0.30960822651337344
DuodenumConts,24,Arg-bMCA_23369,6458,1.6206178323169969
DuodenumConts,24,Tyr-bMCA_23804,3110,0.9549602662834543
DuodenumConts,24,Trp-bMCA_25122,2510,0.7225163141880903
Eye,0,Ala-CA_17790,2101,100
Eye,0,Ala-bMCA_17791,0,NA
Eye,0,Asn-CA_20646,0,0
Eye,0,Gln-CA_21582,23315300,88.56626340760685
Eye,0,His-CA_22165,0,0
Eye,0,Arg-CA_23368,0,NA
Eye,0,Phe-CA_22812,3901,45.59906487434249
Eye,0,Tyr-CA_23803,0,0
Eye,0,Trp-CA_25121,0,0
Eye,0,Ornithine-CA_20652,0,NA
Eye,0,Arg-DCA_22370,0,NA
Eye,0,Ser-CA_18843,0,0
Eye,0,Val-CA_19625,8006,82.55310373272839
Eye,0,Thr-CA_19755,2043,95.91549295774648
Eye,0,Ile-Leu-CA_20580,143034,90.10242777770779
Eye,0,Ile-Leu-gMCA_20581,0,NA
Eye,0,Lys-CA_21586,12928,53.58534361269999
Eye,0,Lys-CA_21588,0,NA
Eye,0,Lys-bMCA_21589,0,NA
Eye,0,Lys-gMCA_21590,0,NA
Eye,0,Met-CA_21765,0,NA
Eye,0,Met-gMCA_21769,0,NA
Eye,0,Phe-bMCA_22813,0,NA
Eye,0,Arg-bMCA_23369,0,NA
Eye,0,Tyr-bMCA_23804,0,0
Eye,0,Trp-bMCA_25122,0,NA
Eye,4,Ala-CA_17790,0,0
Eye,4,Ala-bMCA_17791,0,NA
Eye,4,Asn-CA_20646,2645,78.95522388059702
Eye,4,Gln-CA_21582,23863374.5,90.64819718216658
Eye,4,His-CA_22165,2397.5,49.39225381128966
Eye,4,Arg-CA_23368,0,NA
Eye,4,Phe-CA_22812,0,0
Eye,4,Tyr-CA_23803,1287,44.409937888198755
Eye,4,Trp-CA_25121,1271.5,9.583930052008743
Eye,4,Ornithine-CA_20652,0,NA
Eye,4,Arg-DCA_22370,0,NA
Eye,4,Ser-CA_18843,1019.5,100
Eye,4,Val-CA_19625,7361,75.9022478861621
Eye,4,Thr-CA_19755,0,0
Eye,4,Ile-Leu-CA_20580,158746,100
Eye,4,Ile-Leu-gMCA_20581,0,NA
Eye,4,Lys-CA_21586,14895.5,61.74044599187598
Eye,4,Lys-CA_21588,0,NA
Eye,4,Lys-bMCA_21589,0,NA
Eye,4,Lys-gMCA_21590,0,NA
Eye,4,Met-CA_21765,0,NA
Eye,4,Met-gMCA_21769,0,NA
Eye,4,Phe-bMCA_22813,0,NA
Eye,4,Arg-bMCA_23369,0,NA
Eye,4,Tyr-bMCA_23804,2169,14.065235717528047
Eye,4,Trp-bMCA_25122,0,NA
Eye,8,Ala-CA_17790,0,0
Eye,8,Ala-bMCA_17791,0,NA
Eye,8,Asn-CA_20646,3350,100
Eye,8,Gln-CA_21582,25313767,96.15770571087594
Eye,8,His-CA_22165,0,0
Eye,8,Arg-CA_23368,0,NA
Eye,8,Phe-CA_22812,3363,39.310344827586206
Eye,8,Tyr-CA_23803,0,0
Eye,8,Trp-CA_25121,3550,26.758121655234795
Eye,8,Ornithine-CA_20652,0,NA
Eye,8,Arg-DCA_22370,0,NA
Eye,8,Ser-CA_18843,0,0
Eye,8,Val-CA_19625,9038,93.19447308723448
Eye,8,Thr-CA_19755,0,0
Eye,8,Ile-Leu-CA_20580,143781,90.5729908155166
Eye,8,Ile-Leu-gMCA_20581,0,NA
Eye,8,Lys-CA_21586,12946,53.65995191909144
Eye,8,Lys-CA_21588,0,NA
Eye,8,Lys-bMCA_21589,0,NA
Eye,8,Lys-gMCA_21590,0,NA
Eye,8,Met-CA_21765,0,NA
Eye,8,Met-gMCA_21769,0,NA
Eye,8,Phe-bMCA_22813,0,NA
Eye,8,Arg-bMCA_23369,0,NA
Eye,8,Tyr-bMCA_23804,0,0
Eye,8,Trp-bMCA_25122,0,NA
Eye,12,Ala-CA_17790,0,0
Eye,12,Ala-bMCA_17791,0,NA
Eye,12,Asn-CA_20646,2266,67.64179104477613
Eye,12,Gln-CA_21582,26325261,100
Eye,12,His-CA_22165,3085,63.55583024309848
Eye,12,Arg-CA_23368,0,NA
Eye,12,Phe-CA_22812,4023,47.02513150204559
Eye,12,Tyr-CA_23803,0,0
Eye,12,Trp-CA_25121,8580,64.67174191603226
Eye,12,Ornithine-CA_20652,0,NA
Eye,12,Arg-DCA_22370,0,NA
Eye,12,Ser-CA_18843,0,0
Eye,12,Val-CA_19625,7653,78.91317797484018
Eye,12,Thr-CA_19755,2130,100
Eye,12,Ile-Leu-CA_20580,132819,83.66761997152685
Eye,12,Ile-Leu-gMCA_20581,0,NA
Eye,12,Lys-CA_21586,7889,32.699162729006055
Eye,12,Lys-CA_21588,0,NA
Eye,12,Lys-bMCA_21589,0,NA
Eye,12,Lys-gMCA_21590,0,NA
Eye,12,Met-CA_21765,0,NA
Eye,12,Met-gMCA_21769,0,NA
Eye,12,Phe-bMCA_22813,0,NA
Eye,12,Arg-bMCA_23369,0,NA
Eye,12,Tyr-bMCA_23804,6435,41.72881136113092
Eye,12,Trp-bMCA_25122,0,NA
Eye,16,Ala-CA_17790,0,0
Eye,16,Ala-bMCA_17791,0,NA
Eye,16,Asn-CA_20646,3337,99.61194029850746
Eye,16,Gln-CA_21582,24082972,91.48236744927239
Eye,16,His-CA_22165,4854,100
Eye,16,Arg-CA_23368,0,NA
Eye,16,Phe-CA_22812,7758,90.68381063705435
Eye,16,Tyr-CA_23803,2816,97.17046238785369
Eye,16,Trp-CA_25121,13267,100
Eye,16,Ornithine-CA_20652,0,NA
Eye,16,Arg-DCA_22370,0,NA
Eye,16,Ser-CA_18843,0,0
Eye,16,Val-CA_19625,9698,100
Eye,16,Thr-CA_19755,0,0
Eye,16,Ile-Leu-CA_20580,127077,80.05052095800839
Eye,16,Ile-Leu-gMCA_20581,0,NA
Eye,16,Lys-CA_21586,9365,38.81704385310453
Eye,16,Lys-CA_21588,0,NA
Eye,16,Lys-bMCA_21589,0,NA
Eye,16,Lys-gMCA_21590,0,NA
Eye,16,Met-CA_21765,0,NA
Eye,16,Met-gMCA_21769,0,NA
Eye,16,Phe-bMCA_22813,0,NA
Eye,16,Arg-bMCA_23369,0,NA
Eye,16,Tyr-bMCA_23804,15421,100
Eye,16,Trp-bMCA_25122,0,NA
Eye,20,Ala-CA_17790,0,0
Eye,20,Ala-bMCA_17791,0,NA
Eye,20,Asn-CA_20646,2346,70.02985074626865
Eye,20,Gln-CA_21582,25716206,97.68642369775556
Eye,20,His-CA_22165,3141,64.70951792336218
Eye,20,Arg-CA_23368,0,NA
Eye,20,Phe-CA_22812,8555,100
Eye,20,Tyr-CA_23803,2898,100
Eye,20,Trp-CA_25121,4795,36.142307982211506
Eye,20,Ornithine-CA_20652,0,NA
Eye,20,Arg-DCA_22370,0,NA
Eye,20,Ser-CA_18843,0,0
Eye,20,Val-CA_19625,7580,78.16044545267066
Eye,20,Thr-CA_19755,0,0
Eye,20,Ile-Leu-CA_20580,136948,86.26863039068701
Eye,20,Ile-Leu-gMCA_20581,0,NA
Eye,20,Lys-CA_21586,24126,100
Eye,20,Lys-CA_21588,0,NA
Eye,20,Lys-bMCA_21589,0,NA
Eye,20,Lys-gMCA_21590,0,NA
Eye,20,Met-CA_21765,0,NA
Eye,20,Met-gMCA_21769,0,NA
Eye,20,Phe-bMCA_22813,0,NA
Eye,20,Arg-bMCA_23369,0,NA
Eye,20,Tyr-bMCA_23804,4219,27.358796446404256
Eye,20,Trp-bMCA_25122,0,NA
Eye,24,Ala-CA_17790,2101,100
Eye,24,Ala-bMCA_17791,0,NA
Eye,24,Asn-CA_20646,0,0
Eye,24,Gln-CA_21582,23315300,88.56626340760685
Eye,24,His-CA_22165,0,0
Eye,24,Arg-CA_23368,0,NA
Eye,24,Phe-CA_22812,3901,45.59906487434249
Eye,24,Tyr-CA_23803,0,0
